,Sentence,Emotion
13861,이런것들도 교수라고진짜 교수들 인성 잣같으네저런짓은 초딩도 안할듯해도 해도 너무하네,분노
13862,그냥 사형제도를 시행해라,분노
13863,지들은 죄송하다면서도 야스쿠니 참배 죽어라 하면서 악영향이 어쩌구 저째?,분노
13864,더이상 태극기 오염시키지말라,분노
13865,현기차불매,분노
13866,빙신색퀴,분노
13867,아동이 집단성폭행당해도 엄마한테 신고하라고 할 놈들...,분노
13868,어이없군 초범이라서 ?정말 썩어도 썩어도 이렇게 까지,분노
13869,벙어리가어때서 ㅡㅡ,분노
13870,계엄령일어나서 다 엎어버렸으면 젛겠ㄷ총살,분노
13871,집필진도 모조리 잡아들여야..,분노
13872,제발 쓸떼없는 것 좀 만들지 말아라,분노
13873,정신병자는 국회에 많이있읍니다,분노
13874,아.. 쯔발.. 그냥 니 냔과.. 친박들은 어디 무인도 줄테니 거기서 살아라..,분노
13875,저런새끼 기사를ㅋㅋㅋㅋㅋ,분노
13876,아...진짜 욕나온다 쓰레기 대한민국 정부,분노
13877,위증 교사죄 추가요..... 죄목이 하도 많아서 이건 뭐...,분노
13878,가난이 죄라는게 보여주는 기사.,분노
13879,새해부터 입에서 욕 나오게 하네..,분노
13880,여기 가만 보면 팬보다 같은 성매매하던 남자들이 동질감 느끼고 쉴드쳐주는글이 많은거같음ㅋㅋㅋㅋㅋㅋ너네도 변기가 취향이냐?,분노
13881,재미 붙였냐? 저스야..,분노
13882,미친 부산 색히 똘아이네,분노
13883,대통룐주변엔 죄다 쓰레기뿐이네,분노
13884,표정진짜 개 띠껍다 죽여블라,분노
13885,똥국이 한번 밀어 자빠트렸다고 연일기사쳐내고 요즘기사 쓸거 더럽게 없나봐?,분노
13886,이번 쿠데타가 3차대전의 서막을 알리게될거다.,분노
13887,사채업자가 따로 없네!!!,분노
13888,미쳤네! 미쳤어! 천호식품 아웃!,분노
13889,대한민국에서 태극기집회는 보도도 안하고 폄하하는 나라 이게 나라냐? 훨씬많음,분노
13890,"박크네재산도추적해야합니다,",분노
13891,"제발, 정신병자들은 정신병원에!!",분노
13892,칼은 방통위부터 정리 하는게 순서가 먼저인뜻~!!,분노
13893,영생을 하건 말건 인간에겐 미식의 대상 그 이상도 이하도 아님,분노
13894,이런 견자식들 같으니!!!,분노
13895,인생막장에 최후로 선택하는 인간말종들에 뭘 바래?,분노
13896,대통년은 헌법 위반해도 되고 국민은 대포폰도 못써게 하냐,분노
13897,박근혜가 김정일 지시 받았다고? 종북이네.,분노
13898,탄핵보다 하야가 낫지 않은가 당장 !,분노
13899,테블릿이나 설명하시죠?,분노
13900,관제대모 여론조작 알바들 다 신상공개되고 집단 자살 고고싱,분노
13901,무슬림은 절때 받으면 안된다. 내 쫒아야한다,분노
13902,뻔뻔한것..아휴..진짜구역질난다.,분노
13903,하하 참치잡이배 태워라,분노
13904,그만하라는데 왜자꾸저래ㅡㅡ 과했음,분노
13905,욱일기보다는 전범기라는 명칭이 더 적합하다.,분노
13906,jtbc는 태블릿 출처나 밝혀라,분노
13907,"나경원이 웬말이냐, 비박계는 각성하라! !나경원딸 대입부정, 친일파는 물러나라!!",분노
13908,미세먼지 주범인 짱깨ㅅㄲ들은 14억 마리 전부 씨를 말려야 헌다.,분노
13909,아 길거리서 짱개들지나가면 패고싶다진심..,분노
13910,TK에선 김정은이 새누리당 간판달고 나와도 찍어줄거야,분노
13911,미개한 짱개들과 돈에 환장한 미국놈들 ㅋㅋㅋ,분노
13912,박근혜는 본인이 뭘잘못했는지 조차 모르고있다 역시 닭근혜다. 여전히 다른 사람들을 앞세우고 본인은 집에서 머리손질. 혼밥쳐드신다,분노
13913,기무사에 잡혀가서 얼마나 쇄뇌 당했으면 저러나?,분노
13914,속에서 화가 치미네 당장 결단을 내야지,분노
13915,삼족을 멸하지를 못하는게한스럽다.,분노
13916,안민석의원 지나친 의욕에 허위사실유포하고 그러면 당신도 가만안놔둬요....!,분노
13917,이참에 섬나라랑 끊고 살자 무개념 똥창바리들,분노
13918,삼성전자 가전제품 우리돈으로 구입하고정유라학비준거네..젠장~~~~~,분노
13919,촛불로 태워버리리라,분노
13920,인간이냐~~화난다,분노
13921,안믿는다 구라청아~~,분노
13922,일제시대때나 현재나 이완용은 ..쩝,분노
13923,한국이나 미국이나줫도모르는어린애들선동하는년놈들은존재하는구나,분노
13924,너무 광고주 입맛에만 맞춰 기사 쓰는 거 아니냐?,분노
13925,누구말대로 김재규가 그때 저집안 다 끝냈어야 ㅡㅡ,분노
13926,신고는 어디다 하는지를 가르쳐 줘야죠,분노
13927,또 시작이구먼 나라망친 교수늠들 그시간에 애들교육이나 잘시켜라 ㅆㅣㆍㅇ 느ㅁ의 시키들,분노
13928,"경유차도 경유차지만 철없는 것들 소음기 떼고, 간지낸다고 흰연기 그대로 나오게 달리는 개솔린 차량이나 단속해라",분노
13929,순복음 교회 조용기가 단연 쓰레기 중 쓰레기지.,분노
13930,탈 헬조센이 답이다.,분노
13931,입맛대로 골라서 하네 ㅡㅡ,분노
13932,"어디가야 박사몬지 거시긴지 볼수 있냐? 깽값없이, 법적무시하고 다이다이 한판뜨자. 반 죽여줄게",분노
13933,노트7 이제 불법 폭탄제조로 잡혀갈각,분노
13934,이원석 믿고 푼건가 이번에 도대체 보호선수명단 누가짰냐,분노
13935,아무의미없다 재산몰수하는게 답,분노
13936,20대...만 쳐 맞아라.,분노
13937,쪽바리 ㅅㄲ들 조심해라,분노
13938,개념없는 쓰레기들... 고작 게임하나에 목숨거네...,분노
13939,예보도 안되고 하물며 실시간날씨도 틀리다뉘,분노
13940,저건 그냥 살인자다,분노
13941,네 다음 귀닫는분~,분노
13942,어렵게 따서 도로에 나옴 또 개발운전에음주운전인데 ㅡㅡ 법이나 강화해라,분노
13943,박정희도 못아긴 고집!대단한 여자다,분노
13944,제일 각성해야할 건 무도빠들이다. 이중잣대 좀 대지마라. 역겹고 토쏠려서 니들하고 같은 인간 되기 싫어서 무도 포기한 인간도 있다.,분노
13945,국가경영을 하랬더니 강도짓을 하고있었네...,분노
13946,이제 주방장 데려다가 선동질이냐? ㄴㄱ ㅈㅃㅈㄴ,분노
13947,응 장담하는데 무조건 되,분노
13948,헬조선인들 고유의 유전정보란 간악한 이중성과 잔혹한 폭력성에 기인한다 이기야!! ㅋㅋㅋㅋㅋ,분노
13949,뭘해봤것냐 공주처럼살았는데,분노
13950,만에 하나 기각된다면 폭동으로 들고 일어나야한다,분노
13951,미친 인맥새기들 축협니들때문에 한국축구가 이모양인거다,분노
13952,어째 우리나라 일베 박사모랑 똑같지...?,분노
13953,지금 이시간 이후 내 눈에 띄는 왜구는 암수를 막론하고 무조건 팬다.,분노
13954,뭐 쓸말이나 있겠냐,분노
13955,아니 이젠 하다 못해 세월호가 허위라는 꼴을 국민으로써 기사로 봐야하나?,분노
13956,"그야말로 자격미달, 부적격 외교관들일세",분노
13957,통피아는 그냥 보는 족족 사살해도 되나요?,분노
13958,대한민국 사대천왕 여걸 5대구라박근혜 최순실 최경희 김경숙 조윤선이들 5명은 자위대 위안부로 파견시켜라,분노
13959,김경숙 학장 긴급 구속해야 할듯하네요 증거인멸의 유려가 있으니까요,분노
13960,이거 미친거아님?,분노
13961,얼른 북괴정권이 무너지고 통일이 이루어지면 미국에 저런 똘i이들이 개짖는 소릴 못하지?,분노
13962,메갈들아 그렇게 남녀평등 외치기전에 군대부터가자,분노
13963,농협도 저따위 취급인데 중소기업 들어가라고?,분노
13964,개정은이 지혼자 살아남을라는 거지,분노
13965,탄핵에 문제되는 당은 해체될 각오 해라,분노
13966,개보다 못한 인간들,분노
13967,대체 수용할 수 있는건 뭐요? 죄다 거부라네...,분노
13968,경찰 완전 미쳤네 관련자 전부 근무태만으로 전부 짜르고 사법처리하세요,분노
13969,크....취한다헬조선 다시 봤다 ㅋㅋ,분노
13970,천명모엿네. 거기다가 구경꾼 빼면 5백명ㅉㅉ,분노
13971,국정원이 까보는건 괜찮나?,분노
13972,그 희미해진...전설의 대결! 18 대 1인가!! 박사모 금이빨빼고 모조리 발리겠는데... 우짜노.. ㅉㅉ ㅎㅎㅎㅎ,분노
13973,왜 이게 메인에 안걸림?네이버 주작 쩌네. 다음은 이거 스포츠 메인기사던뎅이런선수를 나라가 죽이려했다니. 개탸스럽다!!!!,분노
13974,왜이리 부역자들이 많나요?...이제 그만하고..................꺼지라 시바르로마,분노
13975,최순실 쓰레기들이 아직도 설치는거 보면 분명히 제2의 최순실이 아직도 조종하고 있다...,분노
13976,운석 주인들 내글 보면 한번 절단해 봐라!,분노
13977,박사모 불법 행위들 엄정 조치해라~!,분노
13978,언론 마녀사냥한 인간들 천벌 받아라!!!,분노
13979,천하를 호령한 강남아줌마,분노
13980,그나저나 정현이 손장국은 언제나 맛보게 돼나......,분노
13981,애플 불매 합시다.,분노
13982,내려와. 아줌마야. 지금까지 호의호식하며 인생 편히 살았잖아.,분노
13983,언제는 인정한적 있나?,분노
13984,이여자 변호하는사람은 누구냐 ! 이런 여자 변호하는사람 마음에 못느끼냐,분노
13985,"당연히 전기, 수도, 철도는 민영화 하면 안되지..",분노
13986,진짜 이 나라 정부가 악의 축이다,분노
13987,난민받아주면 안됨 ㅡㅡ,분노
13988,삼성의 교환은 당연한것이고 갤럭시는 쓰레기이고,분노
13989,검찰도 공범!,분노
13990,주사바늘나 해명해라.요즘은 영양제를 볼따구에 맞냐?,분노
13991,세월호에 태워서 수장시키자.,분노
13992,두테르테 수입해서 이나라를 3개월만 맡기고 싶다,분노
13993,교활이 니놈도 태블릿하나 걸려서 니 본 모습이 공개되어야해,분노
13994,"기상청 멋있다. 허구한날 틀리고도 당당한걸 보면말야,,,,그리고 기상캐스터 년아. 지금 웃음이 나오냐?",분노
13995,부역한 교수들 모두 파면해라.,분노
13996,그래서 배터리 만든 중국회사 탓으로 다 떠넘기네 ㄷㄷ,분노
13997,지 자식도 때려죽이고 굶겨죽이고 목아지를 자르고 인간들이 아닌것들이 보고 배우기를,분노
13998,사드때문만은 아니란걸 일본 가본사람은 알꺼다.,분노
13999,아주 소설을 써라.. 음주에 도주에 살인에... 사형시켜라,분노
14000,쓸데없이 기대하면 자식 망친다 미련한 부모들아,분노
14001,정치인들은 국민들의 마음을 읽지못하는것같다,분노
14002,기자단 보이콧해라!!!,분노
14003,22사단장 처형해라,분노
14004,불법 조업 및 불매운동 우리도 시작해야한다,분노
14005,언론에서 날씨를 우습게 보는거 같다,분노
14006,유치하게 한나라 정상이라는 사람이 개장난,분노
14007,울나라 국방부 새히들은 비리에 쩔고있고... 그놈들 모두 총살해야 산다!!!!,분노
14008,솔직히 개거품 아니냐ㅡㅡ?,분노
14009,ㅡㅡ구라청 비안온다고 하면 비오고 온다고 하면 안오고 에라이 구라 청아,분노
14010,그냥 디젤차 없애고 싶다 말해라 썪어빠진 정부얔 외제차 디젤이 압도적이니까 현기에서 거래틀었나,분노
14011,대통령은 위법의 죄로............특검은 경제를 망친 죄로...........모두 특검받아랏,분노
14012,어디까지가 진실인가?한판에 9천원?OOO을 해요,분노
14013,단통법 만들어서 제조사와 통신사만 좋았지....국민들은 싸게 살것을 비싸게 사도록 했지! Dog Baby's,분노
14014,터진 아가리라고 씨부리는건 예나 지금이나 여전하네ㅋㅋㅋㅋㅋㅋㄱㅐ ㅆ ㅣ발 신발련ㅋㅋㅋ,분노
14015,그냥 옮겨라.우라질!!!!!,분노
14016,그러니까 중국 경유차를 어떻게 할건데??? ㅋㅋㅋ,분노
14017,"초저가 패키지로 돈없는 중국인들은 한국에 오고, 좀 있는 사람들은 일본가서 미친듯이 쇼핑한다지...",분노
14018,언론이중립은온데간데없고싸가지없는패륜집단과한통속이되어나라를흔들고어지럽히고있네참앞으로가암담하다,분노
14019,또 미국을...? 영어 한마디도 못하면서 ...? 진짜 적당히라는걸 모르나 ..,분노
14020,이것들 죄다 탈탈 털면 1년 예산 나온다에.. 한표..,분노
14021,아베즞까는소리하네,분노
14022,"김대중,노무현때는 얼마나 심했는데..ㅉㅉ",분노
14023,탄핵 기각 후 보자 ( 언론 야당 및 바른정당) 국민들은 용서 않는다 너희들은 정치권에서 없어진다,분노
14024,앞으로 아무도 투표하지않을듯..,분노
14025,생산직 2교대를 없애라,분노
14026,막노동 비하하나???,분노
14027,무능한 정부 자국민이 죽어도 모르고있는 닭년,분노
14028,바르게라는 의미를 모르나봐 초등생도 다 아는데,분노
14029,대기업이 다 헤쳐 먹으니 일자리가 없지 ㅋㅋ,분노
14030,여기모인 해병대는 진짜해병이 아니도 개병이지,분노
14031,힐러리를 지지하는건 아니지만 트럼프는 기본 인성이 글러먹었다.,분노
14032,호구로 보는 니들 마인드를 고치기 전엔 절대 안탄다!,분노
14033,전형적으로 쪽바리 다운 도요다!!!!,분노
14034,수틀린개 이자식 진짜 선수들 대충뽑네 국대가 장난이냐!!!,분노
14035,암행어사 단속 백날 해봐라 적은 과태료 땜시 돈주거 또 난폭운전 하것지,분노
14036,다른날은 몰라도 그날은 잘 기억하고 있을거다,분노
14037,위안부가 끌려가서 목숨잃은 군인이나 독립군들보다 뭔 고생을 했다고 억대의 금전적보상을 받는지 참 화가난다,분노
